property_id,property_link,listing_title,description,location,num_bedrooms,num_bathrooms,max_tenants,deposit,rent_pcm,bills_included,student_friendly,family_friendly,pet_friendly,smoker_friendly,available_from,min_tenancy_months,garden,parking,fireplace,furnishing,closest_station,closest_station_mins,postcode,scrape_date
1152426,https://www.openrent.co.uk//1152426,"2 Bed Flat, Bethwin Road, SE5","Please Note-Available to full-time employed professionals or students-No pets-Maximum of three sharersBenefits-Excellent transport links Trains: Elephant & Castle and Oval tube stations are approximately a 10 minute walk or a short bus ride away allowing access to the Bakerloo line and Northern line as well as the Thameslink line direct to Kings Cross (Eurostar), Gatwick and Luton Airports.Buses: Many buses and night buses stop outside only two minutes away from the flat (12, 35, N35, 40, 42, 45, 68, N68,  N89, N136, 148, N148, 171, N171, 176, N176,  P5) travelling directly into Central London (Charing Cross, Piccadilly Circus, Oxford Circus, Covent Garden, Holborn), the City (St Paul's, Bank, Liverpool Street, Hoxton, Shoreditch),  Kings Cross, Victoria, London Bridge and Waterloo.  -Close to local shops and supermarkets (Marks and Spencer, Argos, Superdrug, Tesco Express, Somerfield, Iceland), banks (Natwest, Barclays, Nationwide, Abbey National, HSBC), the Post Office, a gym (Fitness First), restaurants, cafÃ©s and various amenities nearby on the vibrant Walworth Road, as well as local markets (East Street, Elephant and Castle, Brixton, Lower Marsh) and open green spaces (Kennington Park, Burgess Park) -Conveniently situated near Kings College Hospital, London College of Communications (LCC), London South Bank University (LSBU), Camberwell College of Arts (CCA), London School of Commerce (LSC), Kaplan Financial Training College (FTC), London College of Accountancy (LCA), and well placed with a short travelling time to the London School of Economics (LSE), Kings College (KCL), University College London (UCL). -Situated in a newly built apartment block -Secure intercom entry system -Ample storage space -On street parking with parking permits available -Double glazed windows throughout -A spacious 21ft open plan reception -Fully fitted kitchen with fridge/ freezer, washing machine, oven and hob with extractor hood -Modern bathroom with heated towel rail -Wooden flooring in the reception / kitchen, carpeted bedrooms -Wooden venetian blinds -Available either furnished or unfurnished -Private Landlord Managed PropertyPlease note that this letting is available to full time employed persons or responsible students with full time employed UK rental guarantors; if no there are no UK rental guarantors, rent will be payable up front. A minimum of five week's deposit will be required to proceed.",London,2,1,3,1960,1729,No,Yes,No,No,Yes,14-Sep-21,10,No,Yes,No,At tenant choice,Kennington Station,16,SE5,14-Sep-21
1180352,https://www.openrent.co.uk//1180352,"1 Bed Flat, Lancaster Gate, W2","** Rental amount can be negotiated based on individual circumstances (e.g. furniture requirements, single-occupancy, short-term/long-term rental period) **Initial pre-recorded viewings are available. On-site viewings will also be available for interested parties (in-line with current government guidelines).The Property:A delightful 1 bedroom flat available to let from November in the prestigious Lancaster Gate, situated directly across from Hyde Park. Recently refurbished throughout to a high standard, this wonderful property is situated on the lower ground floor of a Victorian Grade II listed building boasting high ceilings, period features and modern touches designed to maximize space and style throughout. The property is ideal for a couple or single occupancy and is currently offered unfurnished. Basic furniture can be provided subject to negotiation.Other notable features include: - Impressive neutral living space with wooden flooring finished to a very high standard - a delightful sunlight trap in the mornings- Open-plan kitchen with modern, high-spec integrated appliances, generous cupboard and larder space and with a handy breakfast bar area- Smartly decorated private entrance and a private outdoor patio area (suitable for outdoor seating)- Cosy carpeted bedroom including fully-fitted wardrobe space and with patio doors opening onto the outdoor area - Modern, neutral bathroom featuring a large bathtub and high-pressure shower finished to a high standard- Significant additional storage inside the property for the storage of larger items.- New central heating system and secondary sound/heat insulating glazing throughout the property- Fast, efficient broadband connection throughout the property, ideal if you are working from home.Location:- Lancaster Gate is conveniently located just off the Bayswater Road - under 5 min walk to Lancaster Gate tube station (Central line) and less than 10 min walk to Paddington mainline (Network Rail, Heathrow Express and also the Hammersmith & City, Bakerloo, Circle and District tube lines).- The wonderful open spaces of Hyde Park and Kensington Gardens are also located across the road.  - Westfield Shopping Centre and Oxford Street are a very short distance away.The Terms:- Guide rent is inclusive of council tax, TV license and broadband bills. - The Landlord will pay the utility bills (water, gas and electricity) when due and the tenant will reimburse these back.- Guide deposit is 1 months rent (or dependent on the length of tenancy).- Minimum tenancy is 6 months (ideal is 1 year). Shorter term lets (less than 6 months) can be considered - the rent can be negotiated accordingly.- Direct applicants only please (no agents).",London,1,1,2,1800,1800,Yes,No,No,No,No,25-Oct-21,12,Yes,No,No,Unfurnished,Lancaster Gate Station,6,W2,14-Sep-21
1202281,https://www.openrent.co.uk//1202281,"2 Bed Maisonette, Bute Street, SW7","We are proud to offer this delightful 2 bedroom, 1 bathroom maisonette in a great location.Available to move in from 08 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£2,491.67 per month (Â£575.00 per week)Deposit / Bond is Â£2,875.00Minimum tenancy is 12 monthsMaximum number of tenants is 3",London,2,1,3,2875,2491,No,Yes,Yes,No,No,14-Sep-21,12,No,No,No,Furnished,South Kensington Station,3,SW7,14-Sep-21
1135264,https://www.openrent.co.uk//1135264,"Studio Flat, Gloucester Terrace, W2","SHORT LET 2 MONTH MINIMUM STAY, Â£1450 RENT + Â£250 BILLS PER MONTH! We are proud to offer this delightful stylish and bright STUDIO in Central London near Paddington Station and Hyde Park .Available from 06/10/2021.The STUDIO apartment is offered fully furnished. The kitchenette includes a build-in washing machine, fridge/freezer, oven/microwave/grill and induction hob; cooking pots and various dishes, glasses, cutlery.There are two wardrobes, lots of storage space under the bed and above the bathroom; smart TV; unlimited broadband; duvet & pillows; two sets of bedding and towels can be provided on request. WIFI, WATER, COUNCIL TAX, ELECTRICITY ARE INCLUDED IN Â£250 (NOT in Â£1450!)SummaryPopular short let property, great areaRent Â£1,700 per month including ALL billsMinimum tenancy 2 month Maximum number of tenants is 2",London,1,1,2,1003,1450,Yes,Yes,No,No,No,06-Oct-21,1,No,No,No,Furnished,"London Paddington, Rail Station",5,W2,14-Sep-21
1197026,https://www.openrent.co.uk//1197026,"2 Bed Flat, Caledonian Road, N1","* ALL BILLS INCLUDED* This apartment offers cosy yet modern accommodation with high ceilings in a peaceful environment, making it a great choice for corporate professionals couples, small groups, and holiday travellers.With just a short walk from Kings Cross/St Pancras station, you have excellent transport links to other areas in London, International train Station (Eurostar) and links to other UK Cities like Cambridge and Canterbury. Our two-bedroom apartment has a warm inviting living room with a smart flat screen TV including Netflix, free WiFi, one sofa bed and a fully equipped kitchen, washing machine, microwave, bath & shower, hairdryer, straighteners, iron, and optional weekly clean with change of linens & towels.Summary & Exclusions:- Rent Amount: Â£2700 per month- Deposit / Bond: 1 Week- 2 Bedrooms- 1 Bathroom- Property comes fully furnished- Available from 1st Oct 2021- Minimum tenancy term is 1 month- Maximum number of tenants is 4- No Pets- No Smokers- All bills Included** Contact ASAP to book a viewing **",London,2,1,4,500,2700,Yes,Yes,Yes,No,No,01-Oct-21,1,No,No,No,Furnished,Caledonian Road & Barnsbury,6,N1,14-Sep-21
1211971,https://www.openrent.co.uk//1211971,"1 Bed Flat, Caraway Apartments, SE1","24-hour ConciergeResidentâs pool and sauna Residentâs gymSecond floorLift AccessWalking Distance to London Bridge station581 sq.ftSecure bike storageFurnishedSecure Allocated Parking SpaceOne Bedroom | 2nd Floor | 24-hour Concierge | Bike Parking | Close Proximity to London Bridge Station and Tower Hill | Gym, Swimming pool and Sauna facilities | Ample Storage | Private Allocated Parking  | Fibreoptic internet coverageNestled in the heart of Shad Thames, this flat is an attractive one bedroom apartment set within the iconic warehouse conversion of Cayenne Court. Ideally located for access to the City and Canary Wharf, it also enjoys an abundance of excellent cafÃ©s, bars, a theatre and riverside restaurants on its doorstep. The property is also a short walk away from Maltby Street Market, Borough Market and Bermondsey Street, offering many excellent shops, cafÃ©s and art galleries like the White Cube. Tower Hill (District and Circle lines, DLR, Riverbus services) and London Bridge (Overground services, Jubilee and Northern lines) are both approximately 0.6 miles.The flat is bright and airy throughout and offered to the market in excellent internal order. Positioned on the 2nd floor and comprising approximately 581 sq.ft/54mq the apartment offers spacious living accommodation, including a wide entrance hall, ample storage space, bright living room, fully fitted kitchen, double bedroom and modern bathroom. The bedroom and living room offer built in workstations and purpose built wood furniture. The property is illuminated by ceiling spotlights throughout that create an attractive uniform lighting in all the rooms. The kitchen is fully fitted with washing machine, dish washer, built in microwave, oven, electric cooker and an integrated fridge and freezer. The apartment comes furnished with all the appliances and furniture you see in the pictures with the exclusion of the computer table/chairs, the white billy-bookcase and the coat hanger.Further benefits include a 24hr concierge service and the following on-site leisure facilities: sauna, hot tub, counter-current swimming pool, gym (recently renovated!) and secure bike parking. The flat also has an allocated private parking spot in the on site garage with direct lift access. Water bills included in rent.",London,1,1,2,1875,1625,Yes,Yes,Yes,No,No,13-Dec-21,7,No,Yes,No,Furnished,"London Bridgelondon, Rail Station",12,SE1,14-Sep-21
1189058,https://www.openrent.co.uk//1189058,"1 Bed Flat, Alaska Buildings, SE1","1 bedroom flat in Central London, available ONLY on a month-to-month basis contract. Minimum stay: 1 month. (Minimally furnished - *not as pictured, anymore* because previous tenants moved some of their stuff with them)A beautifully presented one double bedroom warehouse style apartment with original features such as exposed brick walls and industrial windows. Forming part of the iconic Alaska Buildings with its landscaped water garden situated opposite Bermondsey Spa Gardens. Alaska Buildings was designed by Wallis, Gilbert & Partners in 1932.Located in the 700 Building of the Alaska development, the apartment is on the third floor, with the living space flooded by natural light from the wide original industrial windows. The original features include exposed brick walls and natural wood flooring which continues into the adjacent contemporary fitted kitchen. The double bedroom also has natural wood flooring, exposed brickwork and industrial windows providing excellent natural light. The bedroom has built in cupboards providing excellent storage, and the stylish modern bathroom has slate tiled walls.The Alaska Building was converted from the former C.W. Martins & Co. fur factory, and extended in the 1920's by world-famous industrial architect Thomas Wallis, best known for the Firestone and Hoover Buildings. The development is popular for the sense of community and security with gated entrance, 24 hour concierge plus lovely communal gardens.This fantastic development is situated opposite the open space of Bermondsey Spa Gardens at the junction of Grange Road and Spa Road. The fashionable and vibrant Bermondsey Street is within easy reach with its eclectic range of boutiques, gastro pubs, bars and restaurants. Tanner Street Park includes tennis courts, and Bermondsey Street is also the home of the renowned White Cube Art Gallery. Maltby Street food market is within a short walk as is Bermondsey Underground station (Jubilee Line).",London,1,1,2,1700,1700,Yes,Yes,Yes,Yes,Yes,25-Oct-21,1,Yes,No,No,At tenant choice,Bermondsey Station,15,SE1,14-Sep-21
1201843,https://www.openrent.co.uk//1201843,"4 Bed Flat, Strathmore Court, NW8","We are proud to offer this delightful 4 bedroom, 3 bathroom flat in a great location.Available to move in from 01 September 2021, this property benefits from available parking, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£7,778.33 per month (Â£1,795.00 per week)Deposit / Bond is Â£8,974.99Minimum tenancy is 6 monthsMaximum number of tenants is 8",London,4,3,8,8974,7778,No,Yes,Yes,Yes,Yes,14-Sep-21,6,Yes,Yes,No,Furnished,St. John's Wood Station,10,NW8,14-Sep-21
1201847,https://www.openrent.co.uk//1201847,"5 Bed Flat, Strathmore Court, NW8","We are proud to offer this delightful 5 bedroom, 4 bathroom flat in a great location.Available to move in from 01 September 2021, this property benefits from available parking, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£6,846.67 per month (Â£1,580.00 per week)Deposit / Bond is Â£7,900.00Minimum tenancy is 6 monthsMaximum number of tenants is 9",London,5,4,9,7900,6846,No,Yes,Yes,Yes,Yes,14-Sep-21,6,Yes,Yes,No,Furnished,St. John's Wood Station,10,NW8,14-Sep-21
1201856,https://www.openrent.co.uk//1201856,"5 Bed Flat, Strathmore Court, NW8","We are proud to offer this delightful 5 bedroom, 5 bathroom flat in a great location.Available to move in from 01 September 2021, this property benefits from available parking, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£7,778.33 per month (Â£1,795.00 per week)Deposit / Bond is Â£8,974.99Minimum tenancy is 6 monthsMaximum number of tenants is 10",London,5,5,10,8974,7778,No,Yes,Yes,Yes,Yes,14-Sep-21,6,Yes,Yes,No,Furnished,St. John's Wood Station,10,NW8,14-Sep-21
1201860,https://www.openrent.co.uk//1201860,"5 Bed Flat, Strathmore Court, NW8","We are proud to offer this delightful 5 bedroom, 5 bathroom flat in a great location.Available to move in from 01 September 2021, this property benefits from available parking, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£8,211.67 per month (Â£1,895.00 per week)Deposit / Bond is Â£9,475.00Minimum tenancy is 6 monthsMaximum number of tenants is 10",London,5,5,10,9475,8211,No,Yes,Yes,Yes,Yes,14-Sep-21,6,Yes,Yes,No,Furnished,St. John's Wood Station,10,NW8,14-Sep-21
1154704,https://www.openrent.co.uk//1154704,"2 Bed Flat, Harrington Road, SW7","A well presented Bright two bed apartment situated on the 4th floor of this apartment building with lift access.The flat comprises of two double bedrooms, White suite fully tiled bathroom,en suite bathroom, kitchen with integrated appliances, spacioushallway and large bright lounge.The property will be fully re-decorated throughout and re-carpeted in the two bedrooms and lounge area.The property comes fully furnished and is in close proximityto Imperial college, natural history museum, Gloucester Roadand South Kensington underground stations for the District /Circle and Metropolitan lines. Deposit required.  Transport links also include local busroutes taking you to nearby towns and high streets.Central LocationClose to UniversitiesClose to underground stationsClose to amenitiesGFCH",London,2,2,4,2816,2816,No,Yes,Yes,No,No,14-Sep-21,6,No,No,Yes,Furnished,South Kensington Station,3,SW7,14-Sep-21
1158664,https://www.openrent.co.uk//1158664,"1 Bed Flat, Durand Gardens, SW9","Beautiful, airy, light basement flat set in one of the most sought after Georgian squares of Stockwell. Five minutes walk from Stockwell Tube (Victoria / Northern Line's).Use of the Squares private garden (key available). One bedroom, sitting room with sofa bed (for guests only), kitchen with dining table, bathroom with bath and shower. Washing machine drier. Ideal for a couple. All bills paid for apart form electricity and council tax. Wifi not included. Parking possible with permit.Possible use of the house garden to be discussed.Separate entrance.Available soon.",London,1,1,2,1550,1550,Yes,No,No,No,No,29-Oct-21,6,Yes,Yes,No,Furnished,Stockwell Station,7,SW9,14-Sep-21
1206682,https://www.openrent.co.uk//1206682,"2 Bed Flat, Cromwell Road, SW7","Welcome to Cromwell Road, our newly refurnished block where luxury design and extra care are mixed together to offer a great experience to its residents.This 2 bedroom flat to rent offers a great living area. It is bright, thanks to the high ceiling and large windows. The fair colour palette also creates a modern atmosphere.The property comprises two large double bedrooms with a built-in wardrobe, 2 luxury fully tiled bathrooms with marble shower, open plan living from / kitchen.The property comes fully furnished with high-end furniture.You will also cherish the stunning balcony, with views over the Natural History Museum.Now, something the location...Staying in Cromwell means you will be ideally located to experience the sophisticated area of Kensington and surrounded by a superb range of amenities and museums.The stunning apartment sits right opposite the Natural History Museum and just a couple of minutes far from the vibrant area of South Kensington with a plethora of restaurants, cafÃ©s and bakeries.Also, in walking proximity you will find Knightsbridge and Harrods with all the exclusive boutiques and fancy places. The closest Underground station is South Kensington on the Piccadilly, Circle and District lines, just a short 5-minute walk far.",London,2,2,4,6750,5850,No,Yes,Yes,No,Yes,14-Sep-21,6,No,No,No,Furnished,Gloucester Road Station,5,SW7,14-Sep-21
1203861,https://www.openrent.co.uk//1203861,"Room in a Shared Flat, London, W2","1 double bedroom is available in a fully furnished, light and airy flat on the sixth floor of a seven storey apartment block in Little Venice (Paddington, W2) close to the Regentâs canal. Gas central heating throughout.Bills not included.The room costs Â£175 per week. It measures 4m x 3.8m (13.1 ft x 12.5ft) with a double bed (storage underneath), closet, storage grid, drawers, desk, and large west-facing windows.There's a light  and sunny kitchen, a bathroom with shower over the bath and a separate toilet.Amazing transport links:Tube stops:Paddington: 5 minutes walk.Edgware Road: 5 minutes walk.Warwick Avenue: 5 minutes walk.Bus routes:6,7,16,18,27,98,205,332,414,43  6N7, N16, N18, N20, N205, and more...The area:Portobello Market: 20 minutes walk on the canal.Camden Lock: 25 minutes walk on the canal.Marble Arch (central London): 10 minutes by bus (5 stops).Regents Park and Hyde Park are both about 20 minutes walk away.In Clifton Village (Clifton Rd) there are patisseries, deli, cafes, restaurants, a butcher, a chemist, etc.Cafe Laville overlooking the canal is about a 5 minute walk away.Sainsbury's, Aldi and 24 hr Tesco all a 5 minute walk.Waitrose: A 10 minute walk.Potential Buddy Ups",London,3,1,1,758,758,No,Yes,No,No,No,23-Sep-21,12,Yes,No,No,Furnished,Paddington Underground Station,4,W2,14-Sep-21
1173077,https://www.openrent.co.uk//1173077,"1 Bed Flat, Principal Place, EC2A","We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location.Available to move in from 14 December 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£3,800.00 per month (Â£876.92 per week)Deposit / Bond is Â£250.00Minimum tenancy is 1 monthsMaximum number of tenants is 2",London,1,1,2,250,3800,Yes,Yes,Yes,No,No,14-Dec-21,1,No,No,No,Furnished,Shoreditch High Street,3,EC2A,14-Sep-21
1137829,https://www.openrent.co.uk//1137829,"Room in a Shared House, Wyndham Road, SE5","No Agent Fees, Please read all the information before contacting.One Extra large bedroom, 22 square meters, own bathroomThe house is bigger than usual, three floors , three new Bathrooms, close to Oval station, SE5Available nowThe rent is 900 pounds per month, includes ALL billsDeposit is 1100 poundsMaximum number of tenants is 1 Students are welcomeNo pets, No smokers, No couplesProperty has a nice garden, a new kitchen, and three new big bathroomsMin 12 monthsGet in touch if you are interested",London,4,3,1,1038,900,Yes,Yes,No,No,Yes,14-Sep-21,12,Yes,Yes,No,Furnished,Oval Station,14,SE5,14-Sep-21
1206922,https://www.openrent.co.uk//1206922,"2 Bed Flat, Barnett House, E1","STYLISH 2 BED LOFT IN LIVERPOOL STREET - AVAILABLE 1/10/21THE FLAT:This gorgeous two bedroom, ground floor flat has recently been refurbished throughout to a high standard Incl. beds, sofa, dishwasher, fridge, freezer, microwave, oven, fully equipped kitchen with dishes, etc.The property has funky exposed brick walls and a lofty feel with a new designer bathroom with big rain shower and exposed bricks. The flat has two bright double bedrooms with a good size open plan kitchen/living. The property benefits from a huge communal garden with fruit trees, plants and benches for those warm summer weekends.THE ROOMS:2 double bedrooms fully furnished to a high standard with a view to a beautiful garden in a fantastic recently refurbished 2 bedroom flat. LOCATION:Located in the heart of fashionable Spitalfields with the City on the doorstep and moments from Brick Lane. Allowing you to enjoy wonderful restaurants, bars, artist markets, museums, and more.Bell Lane is situated in the City, in-between Bishopsgate and CommercialStreet and only moments from Liverpool St Station.Trendy Shoreditch and funky Hoxton is 5 minutesâ walk, while all transport links to the West End are within easy reach. TRANSPORT:Nearby stations: Liverpool Street: Central line, Circle, Metropolitan Lines, Hammer smith and City andNational Rail.Aldgate East: District and Hammer smith and City.Aldgate: Circle and Metropolitan Lines.",London,2,1,2,3000,2600,No,Yes,Yes,No,No,14-Sep-21,12,Yes,No,No,Furnished,Aldgate Station,5,E1,14-Sep-21
1206736,https://www.openrent.co.uk//1206736,"Room in a Shared Flat, Phoenix Wharf Road, SE1","Ref: Drywater Flats, SE1 2XULondon BridgeMove in date: 21/10An amazing new property available now in the hearth of London Bridge, very elegant area, full of services and shops and walking to central London. The famous Borough Market, pubs, Tower Bridge and enjoy a walking next to the Thames. Rent:888 pcm (big double single use)Bills includedCouncil TaxWi fi Contact me for info/bookings!!Andrea",London,3,1,4,409,888,Yes,Yes,No,No,Yes,21-Oct-21,4,No,No,Yes,Furnished,Bermondsey Station,12,SE1,14-Sep-21
1210567,https://www.openrent.co.uk//1210567,"4 Bed Terraced House, London, SE5","There are 4 bedrooms available from1st of October in a non-smoking terraced house.The house is right on the edge of a park, within a quiet, lovely street and a secluded square nearby.Round the corner from the house and within the square you have  an excellent cafe, which does amazing coffee and food to go.Walworth Road shopping is available less than a 4 minute walk away and has everything you could ever need.From food shops Marks & Spencer,  Tesco's, Morrisons, Iceland, Co-op and loads of little cafes, local weekly market to health shops Boots, Holland & Barret and other amenities such as a gym, hairdressers and dry cleaners. If that's not enough then there are direct buses to Trafalgar Square, Piccadilly, Oxford Circus, Shoreditch, Liverpool Street a minutes walk from the house.Elephant & Castle station and both the Northern and Bakerloo lines are a short walk away up Walworth Road as is Camberwell - with all its great pubs, eateries and Denmark Hill Station - there are buses a minute walk away to take you pretty much anywhere in London.The house includes a spacious living room, a kitchen with all the usual facilities you'd expect (microwave, toaster, dishwasher, washing machine, cooker, fridge and freezer), two bathrooms and a bedroom with an en-suite shower room.Please be aware that we have three non-negotiable rules: 1. No parties at home 2. Keep the kitchen clean after cooking (no dirty plates/pans allowed) 3. There is a cleaner who comes to clean the common areas of the house every 2 weeks (we have a payment-rota system, so each tenant will pay her every 8 weeks)All the bedrooms are furnished with a double bed and wardrobe. Rooms are for single person and not couples. Rent includes bills.Rent for the entire house is Â£3600. Rooms individually available also.Ideal place to live for working professionals  or mature students. This would suit a group of four friends or available to let as individual rooms.We look forward to hearing from you.",London,4,3,4,4153,3600,Yes,Yes,No,No,No,01-Oct-21,3,Yes,No,No,Furnished,Kennington Station,17,SE5,14-Sep-21
1037541,https://www.openrent.co.uk//1037541,"3 Bed Terraced House, Myatt Road, SW9","A very rare opportunity to rent this fantastic modern and spacious 3 double bedroom house with an office, two bathrooms and three toilets! Double Glazed, well insulated and with central heating al round , this is a warm , tidy ,clean and comfortable home. Downstairs consists of an open plan kitchen, dining and lounge area with a modular island that can be moved to create more space. Appliances consist of built in fridge freezer, dishwasher, oven, hob and washer dryer. There is also a larder / additional storage for those every day items and room for a wall mounted TV The lounge area comes with the sofa and unit storage and space for the TV. Downstairs there is also the guest WC. The first floor consists of two large double bedrooms. Front Bedroom one has a sizeable built-in wardrobe. Back Bedroom Two is currently used as an office.  The walk-in wardrobe will be used for an office. (Note this is not a bedroom). The above 3 rooms are served by the bathroom with and shower and toilet on the same floorOn the second floor is very spacious en-suite master bedroom which will come with the wardrobes and a bed. Storage is also located under the eaves. Outside at the back there is a very pretty south- west facing garden and a sizeable shedAt the front there is an allocated car parking space (on request). Located in a quiet residential area and closeâ it sits in a very central location with a short walk to Oval, (8 minute to tube), Kennington, Camberwell and Brixton. Bus to central London and beyond run frequently along Brixton Road and New Camberwell Road. There are local shops and corners store within 2 minutes of the house. Many green spaces close by including Myatt Fields Park and Eythorne Park. This would suite a small family (schools are also 5 minutes away ) or young professionals. This is a fantastic rich and diverse community. All the neighbours are very friendly and welcoming. A viewing is highly recommended in the meantime please view the pictures and video.",London,3,2,4,3450,2990,No,No,Yes,No,No,10-Oct-21,12,Yes,Yes,No,Furnished,Oval Station,13,SW9,14-Sep-21
1206697,https://www.openrent.co.uk//1206697,"1 Bed Flat, Queens Gardens, W2","We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location.Available to move in from 09 September 2021, this property benefits from garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£2,200.00 per month (Â£507.69 per week)Deposit / Bond is Â£2,538.46Minimum tenancy is 12 monthsMaximum number of tenants is 2",London,1,1,2,2538,2200,No,Yes,Yes,No,Yes,14-Sep-21,12,Yes,No,No,Furnished,"London Paddington, Rail Station",7,W2,14-Sep-21
1185664,https://www.openrent.co.uk//1185664,"3 Bed Flat, Shoreditch 3 Bedroom Fully Furnished, EC2A","**SHORT-TERM ACCOMMODATION FULLY FURNISHED 3 BED APARTMENT - ALL BILLS INCLUDED - PERFECT FOR CONTRACTORS/ BUSINESS TRAVELERS/ CORPORATE STAYS**Are you looking for the perfect short-term rental? We offer a 3 bedroom apartment to book which is perfect for someone who is assigned to work locally on a short-term basis.1 Fully Furnished 3 Bedroom Apartment W/ City View2 Modern Clean Bathroom (Bath/Shower combination)Sleeps up to 8 GuestsFully Equipped KitchenFree WiFiAll Bills IncludedEach flat is well-lit and has been designed with your comfort in mind. The nearest station to the apartment is Old Street Railway Station (a 2-minute walk) which is about 5 minutes to the North West. The nearest airport is the London City Airport which is only a 26-minute drive and Heathrow Airport is a 55-minute drive away. Companies looking for temporary housing for short-term relocation or long-term corporate staysContractors, Business Travelers, etc.Individual business travelers looking for a home away from homePlease send your message to us if you require 30 nights and longer stays.",London,3,2,8,500,4249,Yes,No,No,No,No,14-Sep-21,1,No,No,No,Furnished,"Old Streetlondon, Rail Station",5,EC2A,14-Sep-21
1191735,https://www.openrent.co.uk//1191735,"3 Bed Flat, Shoreditch 3 Bedroom Fully Furnished, EC2A","**SHORT-TERM ACCOMMODATION FULLY FURNISHED 3 BED APARTMENT - ALL BILLS INCLUDED - PERFECT FOR CONTRACTORS/ BUSINESS TRAVELERS/ CORPORATE STAYS**Are you looking for the perfect short-term rental? We offer 2 units of 3 bedroom apartments to book which is perfect for someone who is assigned to work locally on a short-term basis.2 Fully Furnished 3 Bedroom Apartment W/ City View2 Modern Clean Bathroom (Bath/Shower combination)Sleeps up to 8 GuestsFully Equipped KitchenFree WiFiAll Bills IncludedEach flat is well-lit and has been designed with your comfort in mind. The nearest station to the apartment is Old Street Railway Station (a 2-minute walk) which is about 5 minutes to the North West. The nearest airport is the London City Airport which is only a 26-minute drive and Heathrow Airport is a 55-minute drive away. Companies looking for temporary housing for short-term relocation or long-term corporate staysContractors, Business Travelers, etc.Individual business travelers looking for a home away from homePlease send your message to us if you require 30 nights and longer stays.",London,3,2,7,500,4000,Yes,No,No,No,No,14-Sep-21,1,No,No,No,Furnished,"Old Streetlondon, Rail Station",5,EC2A,14-Sep-21
1200554,https://www.openrent.co.uk//1200554,"Room in a Shared Flat, York Way, N7","Rooms to let in a 7 bedroom flat, with 2 bathrooms and shared kitchen. New carpets, new mattress and beds. Located near Kings Cross station : surrounded by grocery stores, cafe's, restaurants and more! Price includes : Council tax, Water and Gas. Electricity is shared between all tenants at estimated Â£20.00 more a month. Large double room : Â£750.00 - Â£725.00 Double room : Â£650.00 Small room : Â£500.00Deposit is Â£300.00Minimum term is 3 months",London,1,2,1,300,750,Yes,Yes,No,No,No,14-Sep-21,3,No,No,No,Furnished,Caledonian Road & Barnsbury,11,N7,14-Sep-21
1212206,https://www.openrent.co.uk//1212206,"1 Bed Flat, Queens Gardens, W2","Welcome to Queen's Gardens, one of the most prestigious residential spots in Bayswater.We have just been instructed to rent this fabulous newly refurbished residential block. None ever slept since the works started.This newly refurbished flat features a spacious living room, large bedroom with queen size bed, modern kitchen and bathroom with walk-in shower.You will also have your won private balcony.Now something about the location...The property is located in Queen's Gardens, moments away from Hyde Park. For a morning jogging or relaxing walk, you will be able to reach the Italian gardens in a minute.The property is also blessed in terms of transports, with 4 stations (Bayswater, Queensway, Lancaster Gate and Paddington) just equally distant from each other.Shopping is also easy, with many supermarkets, shops and stores within easy reach.",London,1,1,6,2192,1900,No,Yes,Yes,No,Yes,14-Sep-21,12,No,No,No,Furnished,"London Paddington, Rail Station",7,W2,14-Sep-21
1203945,https://www.openrent.co.uk//1203945,"1 Bed Flat, Vanilla And Sesame Court, SE1","A spacious and bright one bedroom south east facing apartment. *Now unfurnished* This property overlooks Vanilla & Sesame's charming courtyard. Presented in good condition, it is in a premium block in the heart of Shad Thames with a balcony and parking. The flat is pictured here furnished but will be clear, aside from a piano in there living room.SituationShad Thames is a desirable location along the banks of the River Thames, steeped in history and enchanting character. A variety of bars and restaurants are within walking distance. The area is very accessible and whilst many residents walk across Tower Bridge into the City, there are also good transport links via London Bridge main line train station and underground (Jubilee and Northern line) and Tower Hill (Circle and District line) - an additional transport option is the River Taxi at St Katharine Docks.",London,1,1,2,2050,2050,No,No,Yes,Yes,Yes,14-Sep-21,12,No,Yes,No,Unfurnished,"Tower Hill , Underground Station",12,SE1,14-Sep-21
